#{"t_start": 1688958427.8017845, "env_id": "None"}
r,l,t
0.0,1,23.520386
0.0,1,23.521435
0.0,1,23.522487
0.0,1,23.524518
0.0,1,23.525614
0.0,1,23.52674
0.0,1,23.527857
0.0,1,23.5298
0.0,1,23.530909
0.0,1,23.532006
0.0,1,23.533376
0.0,1,23.535447
0.0,1,23.536551
0.0,1,23.537624
0.0,1,23.53868
0.0,1,23.540834
0.0,1,23.541958
0.0,1,23.543051
0.0,1,23.545918
0.0,1,23.547078
0.0,1,23.548146
0.0,1,23.549397
0.0,1,23.551662
0.0,1,23.55277
0.0,1,23.553825
0.0,1,23.554905
0.0,1,23.556809
0.0,1,23.557858
0.0,1,23.558883
0.0,1,23.559968
0.0,1,23.56193
0.0,1,23.563032
0.0,1,23.564148
0.0,1,23.565244
0.0,1,23.567542
0.0,1,23.568644
0.0,1,23.569701
0.0,1,23.57075
0.0,1,23.572865
0.0,1,23.574029
0.0,1,23.575091
0.0,1,23.576182
0.0,1,23.578088
0.0,1,23.579223
0.0,1,23.580256
0.0,1,23.581332
0.0,1,23.583425
0.0,1,23.584711
0.0,1,23.585759
0.0,1,23.587283
0.0,1,23.589467
0.0,1,23.590558
0.0,1,23.591649
0.0,1,23.592692
0.0,1,23.594436
0.0,1,23.595535
0.0,1,23.596626
0.0,1,23.597754
0.0,1,23.599796
0.0,1,23.601038
0.0,1,23.602413
0.0,1,23.603611
0.0,1,23.605941
0.0,1,23.607045
0.0,1,23.608129
0.0,1,23.609156
0.0,1,23.611089
0.0,1,23.612193
0.0,1,23.613261
0.0,1,23.614322
0.0,1,23.616342
529.950832,2,23.618293
0.0,1,23.619379
0.0,1,23.620427
0.0,1,23.622545
0.0,1,23.623616
0.0,1,23.624658
0.0,1,23.625698
0.0,1,23.627648
0.0,1,23.628723
0.0,1,23.62974
0.0,1,23.630793
0.0,1,23.632651
0.0,1,23.633751
0.0,1,23.634835
0.0,1,23.635922
0.0,1,23.638191
0.0,1,23.639549
0.0,1,23.640624
0.0,1,23.641665
544.507808,2,23.644427
0.0,1,23.645443
0.0,1,23.64652
149.463279,1,23.647651
0.0,1,23.649673
0.0,1,23.651009
0.0,1,23.652072
0.0,1,23.653112
0.0,1,23.655145
0.0,1,23.656218
0.0,1,23.657292
0.0,1,23.65834
0.0,1,23.660279
0.0,1,23.66132
0.0,1,23.662343
0.0,1,23.66341
0.0,1,23.665257
0.0,1,23.666395
0.0,1,23.6678
0.0,1,23.668849
0.0,1,23.670839
0.0,1,23.671936
0.0,2,23.673573
0.0,1,23.674607
0.0,1,23.676481
0.0,1,23.67946
0.0,1,23.680456
0.0,1,23.681658
0.0,1,23.683045
0.0,1,23.685248
0.0,1,23.686338
0.0,1,23.687408
0.0,1,23.688449
0.0,1,23.690406
0.0,1,23.691504
0.0,1,23.692593
0.0,1,23.693673
0.0,1,23.695478
0.0,1,23.696671
0.0,1,23.697755
0.0,1,23.698865
0.0,1,23.701659
0.0,1,23.702772
0.0,1,23.703834
0.0,1,23.704877
0.0,1,23.706801
0.0,1,23.707926
0.0,1,23.708974
0.0,1,23.710112
0.0,1,23.71201
0.0,1,23.713089
0.0,1,23.71418
0.0,1,23.715239
183.179772,1,23.71729
0.0,1,23.718403
0.0,1,23.719472
0.0,1,23.720541
0.0,1,23.722528
0.0,1,23.723668
0.0,1,23.724697
0.0,1,23.72567
0.0,1,23.727452
0.0,1,23.728605
0.0,1,23.729668
0.0,1,23.730737
0.0,1,23.732683
0.0,1,23.73417
0.0,1,23.735257
0.0,1,23.736304
0.0,1,23.738362
0.0,1,23.739488
0.0,1,23.740582
0.0,1,23.741621
0.0,1,23.743588
0.0,1,23.744637
0.0,1,23.745738
0.0,1,23.746821
0.0,1,23.748659
0.0,1,23.749768
0.0,1,23.751251
0.0,1,23.752309
0.0,1,23.754368
0.0,1,23.755446
0.0,1,23.756465
0.0,1,23.757566
0.0,1,23.759466
0.0,1,23.760548
0.0,1,23.761614
0.0,1,23.762712
0.0,1,23.764703
0.0,1,23.765757
0.0,1,23.766914
0.0,1,23.76831
0.0,1,23.770305
0.0,1,23.771407
0.0,1,23.772455
0.0,1,23.773473
0.0,1,23.77541
0.0,1,23.776527
0.0,1,23.777584
0.0,1,23.778701
0.0,1,23.780615
0.0,1,23.781716
0.0,1,23.782851
0.0,1,23.784261
0.0,1,23.786426
0.0,1,23.78757
0.0,1,23.788647
0.0,1,23.789701
0.0,1,23.791676
0.0,1,23.792755
0.0,1,23.793798
0.0,1,23.794941
0.0,1,23.79671
0.0,1,23.797868
0.0,1,23.798991
0.0,1,23.800082
0.0,1,23.802644
0.0,1,23.803762
0.0,1,23.804817
0.0,1,23.80586
0.0,1,23.808009
0.0,1,23.809025
0.0,1,23.810003
0.0,1,23.81101
0.0,1,23.814705
0.0,1,23.815812
0.0,1,23.816912
0.0,1,23.818351
0.0,1,23.820359
0.0,1,23.821435
0.0,1,23.822481
0.0,1,23.823539
0.0,1,23.825402
0.0,1,23.826456
0.0,1,23.827518
0.0,1,23.828529
0.0,1,23.830284
0.0,1,23.831401
0.0,1,23.832504
0.0,1,23.833715
0.0,1,23.835963
0.0,1,23.837106
0.0,1,23.838152
0.0,1,23.839215
0.0,1,23.841247
0.0,1,23.842513
0.0,1,23.843758
0.0,1,23.845001
0.0,1,23.846956
0.0,1,23.848163
0.0,1,23.849363
0.0,1,23.850704
0.0,1,23.853136
0.0,1,23.854406
0.0,1,23.855579
0.0,1,23.85664
0.0,1,23.858496
0.0,1,23.85958
0.0,1,23.860643
0.0,1,23.861709
0.0,1,23.863412
0.0,1,23.864522
0.0,1,23.865573
0.0,1,23.866821
0.0,1,23.868856
0.0,1,23.869945
0.0,1,23.871052
0.0,1,23.872132
0.0,1,23.874085
0.0,1,23.875197
0.0,1,23.876207
0.0,1,23.877233
0.0,1,23.87899
0.0,1,23.880097
0.0,1,23.881791
0.0,1,23.883109
0.0,1,23.885376
0.0,1,23.886519
0.0,1,23.887613
0.0,1,23.88867
0.0,1,23.890584
0.0,1,23.891693
0.0,1,23.892751
0.0,1,23.893805
0.0,1,23.895548
0.0,1,23.896629
0.0,1,23.897743
0.0,1,23.898808
0.0,1,23.901217
0.0,1,23.902327
0.0,1,23.903414
0.0,1,23.904471
0.0,1,23.906342
0.0,1,23.907466
0.0,1,23.908643
0.0,1,23.909705
0.0,1,23.911524
0.0,1,23.912621
0.0,1,23.91374
0.0,1,23.914801
0.0,1,23.916996
0.0,1,23.918177
0.0,1,23.919267
0.0,1,23.920349
0.0,1,23.922289
0.0,1,23.923381
0.0,1,23.924465
0.0,1,23.926062
0.0,1,23.928477
0.0,1,23.929574
0.0,1,23.930712
0.0,1,23.931818
0.0,1,23.934167
0.0,1,23.935316
0.0,1,23.936382
0.0,1,23.937474
0.0,1,23.93949
0.0,1,23.940608
0.0,1,23.94171
0.0,1,23.94282
0.0,1,23.944686
0.0,1,23.945826
0.0,1,23.947018
264.573619,1,23.948108
